user_id,signup_date,company_size,plan_interested,converted,user_segment,archetype,drop_off_stage,total_sessions,distinct_features_used,time_to_first_value_hrs,used_power_feature,engagement_slope,feature_adoption_breadth,conversion_propensity_score,active_days_verified,features_touched_verified
U00232,2026-04-20,not_provided,business,0,Medium,Late Bloomer,completed_trial_window,3,4,78.0,1,16,0.4,66,3,4
U00233,2026-01-18,not_provided,business,0,Medium,Window Shopper,mid_trial_dropoff,1,4,3.0,0,8,0.4,56,1,4
U00234,2026-03-29,1-10,starter,1,High,Power Adopter,completed_trial_window,6,6,4.0,1,-4,0.6,89,5,6
U00235,2026-01-28,200+,business,1,Medium,Growing Casual,completed_trial_window,4,3,36.0,0,3,0.3,52,3,3
U00236,2026-02-09,200+,pro,0,Medium,Late Bloomer,completed_trial_window,3,1,237.0,1,2,0.1,52,3,1
U00237,2026-05-14,not_provided,business,1,High,Champion,completed_trial_window,6,6,1.0,1,10,0.6,99,5,6
U00238,2026-05-18,200+,starter,1,High,Plateaued User,completed_trial_window,9,7,33.0,1,-2,0.7,88,7,7
U00239,2026-06-01,51-200,business,0,Medium,Plateaued User,mid_trial_dropoff,3,3,52.0,1,-1,0.3,51,2,3
U00240,2026-03-04,1-10,business,0,High,Champion,completed_trial_window,10,6,5.0,1,8,0.6,99,9,6
U00241,2026-04-26,11-50,starter,1,High,Champion,completed_trial_window,4,4,15.0,1,4,0.4,80,3,4
U00242,2026-06-06,not_provided,starter,1,High,Power Adopter,completed_trial_window,10,7,5.0,1,-4,0.7,98,8,7
U00243,2026-01-08,200+,business,0,High,Late Bloomer,completed_trial_window,4,4,54.0,1,5,0.4,70,3,4
U00244,2026-02-16,200+,pro,0,Low,Growing Casual,mid_trial_dropoff,3,2,207.0,0,5,0.2,39,3,2
U00245,2026-04-01,51-200,business,0,High,Late Bloomer,completed_trial_window,5,4,40.0,1,7,0.4,78,3,4
U00246,2026-03-13,not_provided,business,1,High,Champion,completed_trial_window,8,6,8.0,1,16,0.6,99,6,6
U00247,2026-05-23,1-10,pro,1,Medium,Growing Casual,completed_trial_window,7,3,4.0,0,7,0.3,72,7,3
U00248,2026-01-22,11-50,business,0,Medium,Power Adopter,completed_trial_window,5,4,19.0,1,-11,0.4,73,2,4
U00249,2026-04-15,200+,pro,1,High,Plateaued User,completed_trial_window,11,6,40.0,1,0,0.6,88,7,6
U00250,2026-05-02,not_provided,business,1,Medium,Power Adopter,completed_trial_window,7,4,5.0,1,-32,0.4,85,6,4
U00251,2026-04-25,1-10,starter,0,Medium,Plateaued User,completed_trial_window,5,2,120.0,1,-5,0.2,54,4,2
U00252,2026-03-17,11-50,starter,0,High,Plateaued User,completed_trial_window,9,3,49.0,1,-1,0.3,71,8,3
U00253,2026-03-04,51-200,business,1,Medium,Power Adopter,completed_trial_window,3,4,12.0,1,-6,0.4,71,3,4
U00254,2026-04-05,200+,pro,0,High,Champion,completed_trial_window,4,8,7.0,1,24,0.8,92,4,8
U00255,2026-05-16,51-200,starter,1,High,Champion,completed_trial_window,8,7,15.0,1,22,0.7,99,6,7
U00256,2026-03-26,51-200,business,0,High,Late Bloomer,completed_trial_window,5,6,25.0,1,27,0.6,85,5,6
U00257,2026-04-27,51-200,business,0,High,Power Adopter,mid_trial_dropoff,6,7,15.0,1,0,0.7,84,4,7
U00258,2026-03-06,11-50,starter,0,High,Champion,completed_trial_window,8,10,3.0,1,1,1.0,99,6,10
U00259,2026-02-19,51-200,starter,0,Medium,Plateaued User,completed_trial_window,4,4,11.0,0,-22,0.4,57,3,4
U00260,2026-05-18,not_provided,pro,1,Medium,Plateaued User,completed_trial_window,4,5,11.0,0,-12,0.5,61,3,5
U00261,2026-02-25,not_provided,starter,0,High,Late Bloomer,completed_trial_window,4,7,29.0,1,13,0.7,82,3,7
U00262,2026-03-12,not_provided,pro,1,Medium,Power Adopter,mid_trial_dropoff,6,5,10.0,1,-7,0.5,86,4,5
U00263,2026-06-02,51-200,starter,0,Medium,Power Adopter,completed_trial_window,1,3,8.0,1,-1,0.3,59,1,3
U00264,2026-02-19,51-200,pro,0,Medium,Growing Casual,completed_trial_window,6,3,27.0,0,4,0.3,59,6,3
U00265,2026-04-03,11-50,business,0,High,Late Bloomer,completed_trial_window,8,6,27.0,1,2,0.6,96,7,6
U00266,2026-01-04,not_provided,pro,1,High,Late Bloomer,completed_trial_window,8,5,42.0,1,7,0.5,93,5,5
U00267,2026-03-12,1-10,starter,0,Low,Window Shopper,completed_trial_window,2,2,133.0,0,6,0.2,36,2,2
U00268,2026-05-22,51-200,business,1,High,Champion,completed_trial_window,7,5,13.0,1,18,0.5,94,6,5
U00269,2026-06-13,200+,starter,1,High,Power Adopter,completed_trial_window,15,5,0.0,1,-24,0.5,95,10,5
U00270,2026-05-27,51-200,starter,0,Medium,Plateaued User,mid_trial_dropoff,2,5,37.0,1,-8,0.5,62,2,5
U00271,2026-05-03,200+,business,1,High,Power Adopter,completed_trial_window,4,6,18.0,1,-3,0.6,77,3,6
U00272,2026-01-14,51-200,starter,0,High,Champion,completed_trial_window,15,7,3.0,1,9,0.7,99,9,7
U00273,2026-01-30,1-10,starter,1,High,Champion,completed_trial_window,7,5,16.0,1,5,0.5,94,6,5
U00274,2026-01-19,not_provided,business,0,High,Champion,completed_trial_window,7,4,5.0,1,3,0.4,95,7,4
U00275,2026-01-14,11-50,pro,1,High,Champion,completed_trial_window,4,3,15.0,1,5,0.3,75,4,3
U00276,2026-03-19,1-10,pro,0,Medium,Growing Casual,completed_trial_window,3,3,30.0,0,6,0.3,48,3,3
U00277,2026-01-31,not_provided,starter,0,High,Plateaued User,completed_trial_window,9,3,69.0,1,-12,0.3,71,6,3
U00278,2026-06-05,not_provided,pro,0,High,Growing Casual,completed_trial_window,8,5,34.0,0,17,0.5,75,7,5
U00279,2026-02-27,not_provided,starter,1,Medium,Late Bloomer,completed_trial_window,2,3,105.0,1,6,0.3,58,2,3
U00280,2026-04-24,51-200,pro,1,Medium,Window Shopper,early_dropoff,1,3,12.0,0,4,0.3,51,1,3
U00281,2026-03-20,not_provided,pro,1,High,Champion,completed_trial_window,10,8,6.0,1,47,0.8,99,10,8
U00282,2026-06-06,not_provided,starter,0,High,Champion,completed_trial_window,16,7,4.0,1,32,0.7,99,10,7
U00283,2026-02-23,not_provided,pro,1,Medium,Plateaued User,completed_trial_window,4,5,67.0,0,-4,0.5,46,3,5
U00284,2026-01-21,11-50,pro,0,Medium,Power Adopter,completed_trial_window,6,4,3.0,1,0,0.4,82,5,4
U00285,2026-02-14,not_provided,starter,1,Medium,Power Adopter,completed_trial_window,3,6,17.0,1,-20,0.6,73,3,6
U00286,2026-01-01,200+,starter,0,Medium,Late Bloomer,completed_trial_window,1,4,54.0,1,18,0.4,59,1,4
U00287,2026-06-02,200+,business,0,Medium,Power Adopter,completed_trial_window,7,5,13.0,1,-10,0.5,84,6,5
U00288,2026-01-09,11-50,business,0,High,Power Adopter,completed_trial_window,8,7,12.0,1,-19,0.7,96,7,7
U00289,2026-03-14,not_provided,starter,1,High,Champion,completed_trial_window,5,4,6.0,1,8,0.4,88,5,4
U00290,2026-03-01,51-200,business,0,Medium,Power Adopter,completed_trial_window,2,6,1.0,1,-12,0.6,75,2,6
U00291,2026-05-31,not_provided,pro,0,Medium,Plateaued User,completed_trial_window,10,3,46.0,0,-3,0.3,58,7,3
U00292,2026-04-19,1-10,pro,1,High,Power Adopter,completed_trial_window,5,6,11.0,1,-2,0.6,85,5,6
U00293,2026-06-15,11-50,business,0,High,Power Adopter,completed_trial_window,11,6,19.0,1,-4,0.6,93,8,6
U00294,2026-02-06,1-10,starter,0,High,Plateaued User,completed_trial_window,4,6,35.0,1,-8,0.6,72,4,6
U00295,2026-02-12,51-200,pro,0,High,Power Adopter,completed_trial_window,9,6,2.0,1,-12,0.6,98,7,6
U00296,2026-05-26,51-200,starter,1,High,Late Bloomer,mid_trial_dropoff,2,6,50.0,1,2,0.6,70,2,6
U00297,2026-04-30,not_provided,business,0,Medium,Growing Casual,completed_trial_window,5,3,0.0,0,15,0.3,65,4,3
U00298,2026-04-14,51-200,pro,0,Medium,Power Adopter,completed_trial_window,5,2,21.0,1,-4,0.2,64,4,2
U00299,2026-05-19,200+,starter,0,Medium,Plateaued User,mid_trial_dropoff,6,3,37.0,1,-1,0.3,67,5,3
U00300,2026-01-21,not_provided,starter,1,Medium,Growing Casual,completed_trial_window,6,5,27.0,0,15,0.5,68,4,5
U00301,2026-03-24,not_provided,business,0,Low,Window Shopper,mid_trial_dropoff,1,1,46.0,0,-3,0.1,22,1,1
U00302,2026-01-07,1-10,pro,1,High,Champion,completed_trial_window,8,9,3.0,1,18,0.9,99,7,9
U00303,2026-05-31,1-10,business,1,High,Late Bloomer,completed_trial_window,5,4,54.0,1,4,0.4,73,5,4
U00304,2026-05-28,1-10,pro,1,High,Champion,completed_trial_window,11,6,9.0,1,39,0.6,99,10,6
U00305,2026-05-13,not_provided,starter,1,High,Power Adopter,completed_trial_window,8,5,5.0,1,-32,0.5,93,8,5
U00306,2026-02-16,not_provided,starter,0,High,Power Adopter,completed_trial_window,5,7,13.0,1,-1,0.7,80,4,7
U00307,2026-06-12,200+,starter,1,High,Power Adopter,completed_trial_window,10,8,0.0,1,-14,0.8,98,9,8
U00308,2026-03-31,200+,business,0,Low,Plateaued User,completed_trial_window,7,2,37.0,0,-5,0.2,48,6,2
U00309,2026-03-24,not_provided,starter,1,High,Late Bloomer,completed_trial_window,9,6,27.0,1,17,0.6,98,8,6
U00310,2026-03-26,200+,business,1,High,Champion,completed_trial_window,7,5,15.0,1,4,0.5,94,5,5
U00311,2026-03-15,not_provided,starter,1,High,Late Bloomer,completed_trial_window,8,4,33.0,1,7,0.4,89,6,4
U00312,2026-01-10,200+,starter,1,High,Champion,completed_trial_window,7,7,5.0,1,25,0.7,99,7,7
U00313,2026-03-06,51-200,starter,0,High,Champion,completed_trial_window,6,4,23.0,1,10,0.4,87,5,4
U00314,2026-04-14,not_provided,starter,0,High,Champion,completed_trial_window,7,7,12.0,1,5,0.7,99,5,7
U00315,2026-05-19,200+,starter,0,High,Late Bloomer,completed_trial_window,7,3,59.0,1,18,0.3,75,6,3
U00316,2026-01-14,11-50,pro,1,High,Power Adopter,completed_trial_window,9,5,20.0,1,-6,0.5,90,7,5
U00317,2026-06-09,200+,business,1,High,Champion,completed_trial_window,8,6,0.0,1,17,0.6,99,6,6
U00318,2026-01-14,11-50,business,1,High,Power Adopter,completed_trial_window,4,7,3.0,1,-4,0.7,82,4,7
U00319,2026-02-03,51-200,starter,1,High,Champion,completed_trial_window,4,8,2.0,1,56,0.8,92,4,8
U00320,2026-02-01,1-10,business,1,High,Champion,completed_trial_window,10,6,17.0,1,4,0.6,99,8,6
U00321,2026-03-03,not_provided,pro,0,Medium,Late Bloomer,mid_trial_dropoff,2,5,27.0,1,19,0.5,72,2,5
U00322,2026-03-21,not_provided,starter,0,Medium,Plateaued User,completed_trial_window,7,2,65.0,1,-1,0.2,61,6,2
U00323,2026-05-22,200+,starter,0,Medium,Power Adopter,completed_trial_window,8,2,11.0,1,-2,0.2,80,6,2
U00324,2026-02-27,1-10,starter,1,High,Power Adopter,completed_trial_window,10,6,9.0,1,0,0.6,98,8,6
U00325,2026-06-15,11-50,starter,0,High,Champion,completed_trial_window,12,5,1.0,1,11,0.5,99,10,5
U00326,2026-03-16,not_provided,business,0,Low,Window Shopper,completed_trial_window,2,2,2.0,0,-9,0.2,41,2,2
U00327,2026-03-11,200+,starter,0,High,Power Adopter,completed_trial_window,11,6,8.0,1,-11,0.6,98,8,6
U00328,2026-05-01,11-50,starter,0,High,Champion,completed_trial_window,5,4,1.0,1,2,0.4,88,4,4
U00329,2026-05-22,11-50,starter,0,Medium,Plateaued User,completed_trial_window,5,3,58.0,1,-9,0.3,58,4,3
U00330,2026-02-18,not_provided,pro,1,Medium,Plateaued User,completed_trial_window,7,3,26.0,1,-2,0.3,70,7,3
U00331,2026-01-18,51-200,starter,0,High,Champion,completed_trial_window,8,8,5.0,1,17,0.8,99,6,8
U00332,2026-03-29,not_provided,business,0,Medium,Growing Casual,mid_trial_dropoff,3,4,92.0,0,8,0.4,48,2,4
U00333,2026-01-01,51-200,business,1,High,Power Adopter,completed_trial_window,6,6,5.0,1,-18,0.6,89,5,6
U00334,2026-05-31,not_provided,business,1,High,Growing Casual,completed_trial_window,10,3,7.0,0,9,0.3,78,7,3
U00335,2026-02-08,200+,pro,0,Medium,Power Adopter,completed_trial_window,3,5,4.0,1,-4,0.5,75,3,5
U00336,2026-05-04,51-200,business,1,High,Plateaued User,completed_trial_window,8,4,40.0,1,-14,0.4,79,7,4
U00337,2026-05-20,200+,starter,0,Medium,Growing Casual,completed_trial_window,5,2,251.0,0,6,0.2,46,5,2
U00338,2026-03-24,11-50,business,1,Medium,Plateaued User,completed_trial_window,6,3,62.0,1,-8,0.3,62,6,3
U00339,2026-05-27,200+,pro,1,High,Champion,completed_trial_window,9,7,24.0,1,43,0.7,99,8,7
U00340,2026-01-12,51-200,business,1,High,Champion,completed_trial_window,8,8,0.0,1,8,0.8,99,7,8
U00341,2026-04-08,200+,business,0,Medium,Plateaued User,completed_trial_window,4,2,69.0,1,0,0.2,51,4,2
U00342,2026-06-16,11-50,starter,0,Medium,Power Adopter,completed_trial_window,6,4,8.0,1,-15,0.4,82,6,4
U00343,2026-01-10,11-50,pro,1,Medium,Growing Casual,completed_trial_window,7,5,10.0,0,18,0.5,81,6,5
U00344,2026-03-26,1-10,starter,1,High,Champion,completed_trial_window,4,3,2.0,1,16,0.3,80,4,3
U00345,2026-05-15,200+,starter,1,Low,Plateaued User,completed_trial_window,6,2,68.0,0,-2,0.2,40,5,2
U00346,2026-04-15,not_provided,pro,0,High,Champion,completed_trial_window,4,8,12.0,1,17,0.8,92,3,8
U00347,2026-01-20,200+,business,1,Medium,Power Adopter,mid_trial_dropoff,3,7,8.0,1,-15,0.7,78,3,7
U00348,2026-06-09,not_provided,starter,1,High,Late Bloomer,completed_trial_window,6,6,51.0,1,24,0.6,84,5,6
U00349,2026-03-26,not_provided,pro,0,Medium,Plateaued User,mid_trial_dropoff,4,5,70.0,1,-4,0.5,64,4,5
U00350,2026-04-08,51-200,business,0,Medium,Plateaued User,early_dropoff,1,3,37.0,1,-11,0.3,49,1,3
U00351,2026-05-05,not_provided,starter,1,High,Late Bloomer,completed_trial_window,7,3,35.0,1,9,0.3,80,6,3
U00352,2026-01-18,11-50,business,0,Low,Plateaued User,completed_trial_window,4,1,126.0,0,-4,0.1,28,4,1
U00353,2026-03-15,11-50,business,1,High,Late Bloomer,completed_trial_window,8,3,108.0,1,14,0.3,79,8,3
U00354,2026-04-22,1-10,business,0,High,Power Adopter,completed_trial_window,10,6,15.0,1,-31,0.6,93,7,6
U00355,2026-01-26,200+,pro,1,Medium,Plateaued User,completed_trial_window,5,3,38.0,0,-2,0.3,45,4,3
U00356,2026-01-08,1-10,business,0,Medium,Growing Casual,completed_trial_window,3,3,7.0,0,2,0.3,58,3,3
U00357,2026-01-15,51-200,business,1,Medium,Plateaued User,completed_trial_window,7,4,26.0,0,0,0.4,57,7,4
U00358,2026-04-21,11-50,pro,1,Low,Window Shopper,early_dropoff,1,2,9.0,0,-9,0.2,37,1,2
U00359,2026-04-16,not_provided,business,0,Medium,Late Bloomer,completed_trial_window,6,1,203.0,1,1,0.1,63,4,1
U00360,2026-02-16,11-50,pro,1,High,Growing Casual,completed_trial_window,8,3,112.0,0,7,0.3,61,6,3
U00361,2026-06-06,200+,pro,1,Medium,Plateaued User,completed_trial_window,4,4,42.0,1,0,0.4,65,4,4
U00362,2026-05-08,not_provided,pro,0,High,Power Adopter,completed_trial_window,8,7,23.0,1,-5,0.7,91,5,7
U00363,2026-03-01,200+,business,0,High,Late Bloomer,completed_trial_window,8,3,104.0,1,13,0.3,79,6,3
U00364,2026-03-07,200+,business,0,Low,Window Shopper,mid_trial_dropoff,2,1,13.0,0,-4,0.1,31,1,1
U00365,2026-01-03,200+,business,1,High,Late Bloomer,completed_trial_window,7,6,49.0,1,3,0.6,87,5,6
U00366,2026-02-10,1-10,starter,0,High,Champion,completed_trial_window,6,3,23.0,1,5,0.3,82,4,3
U00367,2026-03-30,not_provided,business,0,High,Champion,completed_trial_window,5,6,18.0,1,20,0.6,90,4,6
U00368,2026-06-13,200+,business,0,Medium,Growing Casual,completed_trial_window,5,3,91.0,0,5,0.3,50,4,3
U00369,2026-03-06,200+,business,1,High,Champion,completed_trial_window,8,3,8.0,1,10,0.3,94,5,3
U00370,2026-04-09,200+,starter,0,High,Champion,completed_trial_window,5,3,10.0,1,4,0.3,83,5,3
U00371,2026-03-02,200+,pro,0,Medium,Power Adopter,completed_trial_window,5,5,16.0,1,-10,0.5,77,5,5
U00372,2026-04-02,not_provided,business,0,High,Late Bloomer,completed_trial_window,10,6,27.0,1,19,0.6,98,9,6
U00373,2026-03-17,1-10,business,0,High,Late Bloomer,completed_trial_window,9,8,29.0,1,21,0.8,98,8,8
U00374,2026-04-12,51-200,starter,1,Low,Growing Casual,completed_trial_window,3,2,103.0,0,4,0.2,39,3,2
U00375,2026-01-13,not_provided,business,1,High,Power Adopter,completed_trial_window,4,6,18.0,1,-9,0.6,77,4,6
U00376,2026-03-15,11-50,pro,0,High,Growing Casual,completed_trial_window,8,3,97.0,0,19,0.3,61,6,3
U00377,2026-04-01,11-50,business,1,Medium,Plateaued User,completed_trial_window,4,3,1.0,0,-12,0.3,52,4,3
U00378,2026-06-08,51-200,business,0,Medium,Power Adopter,completed_trial_window,4,5,6.0,1,-13,0.5,79,4,5
U00379,2026-02-05,not_provided,starter,0,Medium,Power Adopter,completed_trial_window,5,5,4.0,1,-3,0.5,82,3,5
U00380,2026-06-10,not_provided,starter,0,High,Power Adopter,completed_trial_window,7,8,4.0,1,-4,0.8,92,5,8
U00381,2026-03-21,200+,starter,0,Low,Window Shopper,completed_trial_window,1,1,210.0,0,2,0.1,27,1,1
U00382,2026-05-29,51-200,business,1,Medium,Power Adopter,completed_trial_window,6,5,7.0,1,-4,0.5,86,5,5
U00383,2026-01-24,51-200,business,0,High,Champion,completed_trial_window,8,5,18.0,1,31,0.5,98,5,5
U00384,2026-04-17,11-50,pro,0,Medium,Window Shopper,completed_trial_window,1,3,135.0,0,4,0.3,36,1,3
U00385,2026-02-03,not_provided,business,0,Medium,Growing Casual,completed_trial_window,4,1,283.0,0,1,0.1,38,4,1
U00386,2026-05-16,not_provided,business,0,High,Power Adopter,completed_trial_window,5,6,5.0,1,-1,0.6,85,5,6
U00387,2026-02-12,51-200,starter,1,High,Champion,completed_trial_window,4,5,1.0,1,2,0.5,89,4,5
U00388,2026-03-28,1-10,starter,0,High,Power Adopter,completed_trial_window,13,8,18.0,1,-4,0.8,93,10,8
U00389,2026-01-20,11-50,pro,0,High,Champion,completed_trial_window,7,6,9.0,1,16,0.6,99,6,6
U00390,2026-04-12,not_provided,business,0,Low,Growing Casual,mid_trial_dropoff,3,1,188.0,0,6,0.1,34,3,1
U00391,2026-01-24,200+,starter,0,High,Power Adopter,completed_trial_window,11,5,16.0,1,-2,0.5,90,8,5
U00392,2026-03-09,not_provided,starter,0,Medium,Power Adopter,completed_trial_window,7,4,1.0,1,0,0.4,85,6,4
U00393,2026-04-27,51-200,business,1,High,Power Adopter,completed_trial_window,13,4,8.0,1,-16,0.4,91,8,4
U00394,2026-05-30,200+,business,1,High,Champion,mid_trial_dropoff,4,3,4.0,1,13,0.3,80,3,3
U00395,2026-01-28,not_provided,pro,0,Medium,Growing Casual,completed_trial_window,3,3,13.0,0,4,0.3,53,3,3
U00396,2026-05-01,1-10,pro,0,Medium,Plateaued User,completed_trial_window,4,5,94.0,1,-11,0.5,64,2,5
U00397,2026-05-24,51-200,pro,1,Medium,Plateaued User,completed_trial_window,4,3,17.0,0,-7,0.3,47,4,3
U00398,2026-06-15,1-10,business,0,High,Champion,completed_trial_window,5,6,3.0,1,27,0.6,95,4,6
U00399,2026-04-29,not_provided,business,0,Medium,Plateaued User,completed_trial_window,9,2,31.0,0,0,0.2,54,7,2
U00400,2026-06-16,200+,starter,0,High,Power Adopter,completed_trial_window,6,9,6.0,1,-14,0.9,89,4,9
U00401,2026-02-05,1-10,starter,1,High,Power Adopter,completed_trial_window,14,8,0.0,1,-8,0.8,98,7,8
U00402,2026-05-07,1-10,starter,0,High,Champion,completed_trial_window,10,4,2.0,1,3,0.4,99,6,4
U00403,2026-03-02,not_provided,pro,0,Low,Window Shopper,early_dropoff,1,1,116.0,0,3,0.1,27,1,1
U00404,2026-04-10,200+,business,0,High,Late Bloomer,completed_trial_window,6,3,61.0,1,3,0.3,72,4,3
U00405,2026-05-19,200+,pro,1,Medium,Late Bloomer,mid_trial_dropoff,1,2,52.0,1,9,0.2,50,1,2
U00406,2026-04-17,not_provided,starter,1,High,Late Bloomer,completed_trial_window,5,6,29.0,1,2,0.6,85,5,6
U00407,2026-06-07,200+,business,0,Medium,Plateaued User,completed_trial_window,5,2,28.0,1,-5,0.2,59,5,2
U00408,2026-01-09,not_provided,business,1,High,Late Bloomer,completed_trial_window,4,4,30.0,1,10,0.4,75,4,4
U00409,2026-04-24,200+,pro,0,High,Champion,completed_trial_window,11,4,15.0,1,3,0.4,96,9,4
U00410,2026-04-03,1-10,business,1,Low,Plateaued User,mid_trial_dropoff,3,3,4.0,0,-6,0.3,48,3,3
U00411,2026-05-20,not_provided,business,0,High,Champion,completed_trial_window,6,7,22.0,1,5,0.7,94,6,7
U00412,2026-01-16,200+,business,0,Medium,Power Adopter,mid_trial_dropoff,1,5,9.0,1,-2,0.5,68,1,5
U00413,2026-02-18,1-10,starter,0,Medium,Plateaued User,completed_trial_window,4,2,25.0,1,-3,0.2,56,4,2
U00414,2026-01-24,not_provided,pro,1,Medium,Power Adopter,completed_trial_window,6,4,18.0,1,-17,0.4,77,5,4
U00415,2026-01-06,1-10,business,1,High,Champion,mid_trial_dropoff,5,7,4.0,1,3,0.7,95,3,7
U00416,2026-02-02,not_provided,pro,0,Medium,Late Bloomer,mid_trial_dropoff,2,2,91.0,1,2,0.2,54,2,2
U00417,2026-01-18,not_provided,pro,0,High,Late Bloomer,completed_trial_window,8,5,56.0,1,14,0.5,88,6,5
U00418,2026-05-31,11-50,pro,0,High,Power Adopter,completed_trial_window,11,4,1.0,1,-13,0.4,91,7,4
U00419,2026-03-26,11-50,pro,1,High,Champion,completed_trial_window,7,8,0.0,1,16,0.8,99,6,8
U00420,2026-03-12,11-50,pro,1,Low,Plateaued User,mid_trial_dropoff,4,1,92.0,0,0,0.1,28,3,1
U00421,2026-03-06,11-50,starter,0,Low,Plateaued User,completed_trial_window,3,2,48.0,0,-5,0.2,34,3,2
U00422,2026-01-07,11-50,starter,0,Low,Window Shopper,early_dropoff,1,2,7.0,0,-5,0.2,37,1,2
U00423,2026-04-02,11-50,pro,0,Medium,Plateaued User,completed_trial_window,7,4,52.0,1,0,0.4,70,4,4
U00424,2026-03-24,1-10,pro,1,High,Champion,completed_trial_window,12,5,7.0,1,5,0.5,99,7,5
U00425,2026-01-14,11-50,business,1,Medium,Plateaued User,completed_trial_window,4,4,45.0,1,-5,0.4,65,4,4
U00426,2026-05-15,1-10,business,0,High,Champion,completed_trial_window,6,8,1.0,1,17,0.8,99,4,8
U00427,2026-01-17,200+,starter,1,Medium,Growing Casual,mid_trial_dropoff,7,3,28.0,0,2,0.3,62,6,3
U00428,2026-05-12,not_provided,starter,0,Medium,Power Adopter,completed_trial_window,6,5,0.0,1,-2,0.5,86,5,5
U00429,2026-04-26,not_provided,pro,1,High,Power Adopter,completed_trial_window,10,8,0.0,1,-5,0.8,98,7,8
U00430,2026-01-12,not_provided,business,1,High,Late Bloomer,completed_trial_window,5,7,25.0,1,34,0.7,85,5,7
U00431,2026-03-19,200+,business,0,Medium,Power Adopter,completed_trial_window,6,5,1.0,1,-8,0.5,86,5,5
U00432,2026-01-08,1-10,starter,0,High,Champion,completed_trial_window,7,4,22.0,1,8,0.4,90,6,4
U00433,2026-04-13,200+,business,1,High,Champion,completed_trial_window,7,6,15.0,1,1,0.6,97,7,6
U00434,2026-05-06,not_provided,starter,0,Medium,Growing Casual,completed_trial_window,3,5,84.0,0,15,0.5,52,3,5
U00435,2026-01-19,1-10,business,1,High,Late Bloomer,completed_trial_window,9,3,37.0,1,4,0.3,86,7,3
U00436,2026-02-07,1-10,pro,0,High,Champion,completed_trial_window,4,5,19.0,1,11,0.5,84,3,5
U00437,2026-03-12,not_provided,business,0,Medium,Plateaued User,completed_trial_window,10,4,24.0,0,-9,0.4,68,7,4
U00438,2026-05-30,not_provided,business,0,Medium,Power Adopter,completed_trial_window,3,4,2.0,1,-1,0.4,71,2,4
U00439,2026-03-25,200+,pro,0,High,Power Adopter,completed_trial_window,6,6,6.0,1,-20,0.6,89,4,6
U00440,2026-05-16,51-200,starter,1,High,Champion,completed_trial_window,8,4,12.0,1,3,0.4,99,6,4
U00441,2026-06-04,200+,starter,0,Medium,Power Adopter,early_dropoff,1,7,9.0,1,-17,0.7,71,1,7
U00442,2026-01-30,not_provided,business,0,Medium,Late Bloomer,mid_trial_dropoff,3,3,91.0,1,2,0.3,61,3,3
U00443,2026-05-22,not_provided,pro,1,High,Late Bloomer,completed_trial_window,12,5,28.0,1,23,0.5,95,10,5
U00444,2026-04-26,11-50,starter,0,High,Champion,completed_trial_window,7,4,10.0,1,3,0.4,95,7,4
U00445,2026-03-28,200+,starter,0,Medium,Plateaued User,completed_trial_window,5,3,53.0,0,-1,0.3,40,5,3
